Name,Address,Tel,Fax,Email,URL,OB
Cooperativa de Provisión de Servicios Telefónicos y Otros Servicios Públicos Benavidez Ltda.,"Tucuman
No. 2979 Piso DPTO
B1621ASU Benavides BUENOS AIRES",,,,,843
"Cooperativa de Provisión de Servicios Telefónicos, Obras y Otros Servicios Publicos y Sociales Virrey del Pino Limitada Máximo Herrera","No. 6043 Piso DPTO
B1764CQA Virrey del Pino BUENOS AIRES",,,,,843
"Cooperativa de Provisión de Servicios Telefónicos, Otros Servicios Publicos y Consumo de Mariano Acosta Ltda.","Superi
No. 660 Piso DPTO
B1724CRD Mariano Acosta BUENOS AIRES",,,,,843
Cooperativa de Provisión y Comercialización de Servicios Comunitarios de Radiodifusión “Colsecor” Limitada,Avenida Castro Barros No. 146 Piso DPTO X5000HTO CÓRDOBA,+54 351 471 9096,,,,843
Cooperative de Servicios Públicos de Colonia Caroya y Jesús Maria Ltda.,"José Alice Esq Don Bosco No. S/N Piso DPTO
5223 Colonia Caroya CÓRDOBA",,,,,843
Cooperativa de Servicios y Obras Públicas Ltda. ,"Puan
Lavalle No. 61 Piso DPTO B8180ATA Puan BUENOS AIRES",+54 2923 48 8150,,,,843
Cooperativa Eléctrica de Consumo y Otros Servicios de Saladillo Limitada,"Avenida Dr. Manuel Belgrano No. 3384 Piso DPTO
B7260ART Saladillo BUENOS AIRES",+54 2344 45 4402,,,,843
Cooperativa Eléctrica de Las Perdices Ltda. Dr. Dalmacio Velez Sarsfield,"No. 657 Piso DPTO
X5921BMM Las perdices CÓRDOBA",,,,,843
Cooperativa Eléctrica de Monte Ltda. Maria Eva Duarte de Perón,"No. 365 Piso DPTO
B7220RUE Monte BUENOS AIRES",,,,,843
"Cooperativa Limitada de Provisión de Servicios Eléctricos Obras y Servicios Públicos, Asistenciales y Créditos, Vivienda y Consumo de Trenque Lauquen","Avenida Gregorio R. Cuello No. 451 Piso DPTO
B6400AUE Trenque Lauquen BUENOS AIRES",+54 2392 43 0003,,,,843
Cooperativa Ltda. de Electricidad y Servicios Anexos de Huinca Renanco,"Suipacha
No. 272 Piso DPTO
X6270CYF Huinca Renanco CÓRDOBA",,,,,843
Cooperativa Popular de Electricidad Obras y Servicios Públicos de Santa Rosa Ltda.,"Avenida Raúl B. Diaz No. 218 Piso DPTO
L6302BIO Santa Rosa LA PAMPA",+54 2954 41 2200,,,,843
"Cooperativa Telefónica Carlos Tejedor de Provisión de Servicios Públicos, Vivienda, Provisión y Consumo Limitada","Avenida Constitución No. 5115 Piso DPTO
7600 Mar Del Plata BUENOS AIRES",+54 223 479 1111,,,,843
Cooperativa Telefónica de Consumo y Vivienda López Camelo Ltda.,"Quirno Costa
No. 3318 Piso DPTO
B1610BJD Doctor Ricardo Rojas BUENOS AIRES",+54 3327 45 5000,,,,843
Cooperativa Telefónica de Vivienda y Otros Servicios Públicos de Del Viso Ltda.,"Antonio Beruti
No. 1381 Piso DPTO
B1669CRO Del Viso BUENOS AIRES",,,,,843
Cooperativa Telefónica y Otros Servicios Públicos y Consumo de Abasto Ltda.,"Calle 208
Entre Y 516 No. S/N Piso DPTO 1903 Abasto
BUENOS AIRES",,,,,843
Cortuc S.A.,Ciudad de la Paz No. 2719 Piso 7 DPTO G C1428CPU BUENOS AIRES,+54 11 4788 9555,,,,843
Cyted Argentina S.A. Viamonte,No. 1187 Piso 7 DPTO C1053ABW BUENOS AIRES,,,,,843
D.K.A. S.A. ,Suipacha No. 128 Piso 2 DPTO O C1008AAD BUENOS AIRES,+54 11 5032 9344,,,,843
D.S.R. Comunicaciones S.A. ,Carlos Pellegrini No. 1075 Piso BP DPTO C1009ABU BUENOS AIRES,+54 11 5217 9981,,,,843
Darcom S.A. ,Avenida Córdoba No. 939 Piso 3 DPTO C1054AAI BUENOS AIRES, +54 11 5252 0000,,,,843
Desarrollos Digitales S.A. ,Talcahuano No. 446 Piso 7 DPTO C1013AAJ BUENOS AIRES,+54 11 6777 5700,,,,843
Diagonal sur Comunicaciones S.A.," Roca No. 1361 Piso 1 DPTO C
Z9400BAM Rio Gallegos SANTA CRUZ",,,,,843
Dial Thru Internacional de Argentina S.A.,"Arenales
No. 1645 Piso 6 DPTO C1061AAS BUENOS AIRES",+54 11 4129 0900,,,,843
Digilink S.R.L.,"Fraga, No. 1535 Piso DPTO
C1427BUE BUENOS AIRES",+54 11 5169 6699,,,,843
Diveo Argentina S.A.,"Balcarce
No. 479 Piso DPTO C1064AAI BUENOS AIRES",+54 11 5093 5100,,,,843
Easy Mail S.A.,"Bartolomé Mitre
No. 341 Piso 5 DPTO C1036AAE BUENOS AIRES",+54 11 4590 8800,,,,843
Econotel S.R.L.,"Alicia Moreau de Justo
N. 1050 Piso 3 DPTO 3 C1107AAB BUENOS AIRES",+54 11 4343 0203,,,,843
Embratel Internacional S.A.,"Avenida Juan de Garay No. 34 Piso PB DPTO
C1063ABN BUENOS AIRES",+54 11 4000 3501,,,,843
Eterlab S.A.,Gral. Juan José Viamonte No. 640 Piso 9 DPTO 22 C1053ABN BUENOS AIRES,+54 11 5235 4000,,,,843
Federación de Cooperativas Eléctricidas y de Obras y Servicios Públicos Ltda.,"Provincia de Córdoba
Rincón
No. 230 Piso DPTO 500 CÓRDOBA",+54 351 425 9690,,,,843
Ferro Cable Mundo Comunicaciones S.A.,"Avenida Eduardo Madero
No. 1020 Piso 16 DPTO C1106ACX BUENOS AIRES",,,,,843
Fullnet S.R.L.,"Billinghurst
No. 2143 Piso 17 DPTO C C1425DTQ BUENOS AIRES",+54 11 4773 1520,,,,843
G.C. Sac Argentina S.R.L.,Elvira Rawson de Dellepiane No. 150 Piso 10 DPTO C1107BCA BUENOS AIRES,+54 11 4314 4282,,,,843
Gigared S.A.,Avenida Federico Lacroze No. 2120 Piso DPTO C1426CPT BUENOS AIRES, +54 11 4775 5559,,,,843
Gobierno de la Provincia de Entre Rios Fernández de la Puente,"No. 220 Piso DPTO
E3100FOA Paraná ENTRE RIOS",+54 343 420 8236,,,,843
Heilsberg S.A.,"Esmeralda
No. 1080 Piso 4 DPTO C1007ABN BUENOS AIRES",+54 11 4312 9555,,,,843
Icommsa S.A.,"Victoria Ocampo
No. 360 Piso 5 DPTO C1107BGA BUENOS AIRES",+54 11 4000 1800,,,,843
IDT Corporation de Argentina S.A.,"Avenida Congreso
No. 1534 Piso 8 DPTO A C1428BUB BUENOS AIRES",+54 11 4706 3999,,,,843
Iffix S.A.,"Avenida Córdoba
No. 1233 Piso 10 DPTO B C1055AAC BUENOS AIRES",,,,,843
Impsat S.A.,"Alferez Pareja
No. 256 Piso PB DPTO C1107BJD BUENOS AIRES",+54 11 5170 6000,,,,843
Infonexion S.A.,"Paraná
No. 918 Piso 3 DPTO C1017AAT BUENOS AIRES",+54 11 4812 8851,,,,843
Infracom de Infraestructuras S.A.,"Suipacha
No. 1111 Piso 10 DPTO C1008AAW BUENOS AIRES",+54 11 4313 6000,,,,843
Integral Insumos S.C.,TTE. Gral. Pablo Ricchieri No. 68 Piso DPTO S2322FYB Sunchales SANTA FE,+54 3493 42 0000,,,,843
Interband S.A.,"Virrey Liniers
No. 489 Piso DPTO C1174ACI BUENOS AIRES",,,,,843
International Telecommunications Systems S.R.L.,Avenida Federico Lacroze No. 2252 Piso 3 DPTO B/C C1426CPU BUENOS AIRES,+54 11 4777 2127,,,,843
Intratel Networks S.A.,"Avenida de Mayo
No. 881 Piso 7 DPTO G C1084AAD BUENOS AIRES",+54 11 4342 0130,,,,843
IP International S.A.,"Scalabrini Ortiz
No. 2415 Piso 5 DPTO A C1425DBF BUENOS AIRES",+54 11 4878 0888,,,,843
Ipnext S.A.,"Perú
No. 1175 Piso DPTO C1068AAM BUENOS AIRES",+54 11 4361 1741,,,,843
IP-TEL S.A.,"Obispo Salguero No. 237 Piso DPTO
X5000IAE BUENOS AIRES",,,,,843
Lepcom S.R.L.,"Alicia Moreau de Justo No. 1848 Piso 2 DPTO 17
C1107AFL BUENOS AIRES",+54 11 4893 2819,,,,843
Line Dynamic Communications S.A.,"Avenida Rivadavia
No. 755 Piso 1 DPTO B C1002AAF BUENOS AIRES",,,,,843
Loyaltech S.A.,"Larrea
No. 1196 Piso 5 DPTO B C1117ABH BUENOS AIRES",+54 11 4823 0823,,,,843
MCI International Argentina S.A.,"Maipu
No. 1300 Piso 19 DPTO C1005ACT BUENOS AIRES",+54 11 4312 5335,,,,843
Meganet S.A.,"San Martin
No. 2051 Piso DPTO
B1838AZU Luis Guillon BUENOS AIRES",+54 11 4296 0817,,,,843
Metrored Telecomunicaciones S.R.L.,"Avenida Paseo Cólon
No. 505 Piso 5 DPTO C1063ACF BUENOS AIRES",+54 11 4314 0883,,,,843
Microtrol S.R.L.,"Estanislao Zeballos
No. 1366, Piso 2 DPTO A
S2000BQB Rosario SANTA FE",,,,,843
Millicom Argentina S.A.,"Cerrito
No. 1070 Piso 3 DPTO C1010AAV BUENOS AIRES",+54 11 4815 6302,,,,843
Negocios y Servicios S.A.,"Roque Saenz Peña
No. 320 Piso DPTO M5502HED MENDOZA",+54 261 423 4555,,,,843
Neoredes S.A.,"Avenida Córdoba
No. 836 Piso 11 DPTO 1 C1054AAU BUENOS AIRES",+54 11 5128 5555,,,,843
Nextel Communications Argentina S.A.,"Palestina
No. 977 Piso DPTO C1182ADI BUENOS AIRES",,,,,843
Nodalis S.P.A.,"Avenida Córdoba
No. 1233 Piso 10 DPTO B C1055AAC BUENOS AIRES",,,,,843
Norte Comunicaciones S.A.,"Carmen de Naveran
No. 2285 Piso DPTO
4600 San Salvador de Jujuy JUJUY",+54 388 43 4173,,,,843
NSS S.A.,"Reconquista
No. 865 Piso 5 DPTO C1003ABQ BUENOS AIRES",+54 11 5031 6300,,,,843
Obrelmec S.A.,"Peru
No. 369 Piso 8 DPTO 801 C1067AAG BUENOS AIRES",+54 11 4342 5362,,,,843
Oficenet S.R.L.,"Alvar Nuñez Cabeza de Vaca No. 151 Piso PB DPTO
N3370AHC Iguazu MISIONES",,,,,843
Omnivision S.A.,Avenida Pres. Figueroa Alcorta No. 7640 Piso DPTO C1428BCZ BUENOS AIRES,,,,,843
Optima Comunicaciones S.A.,"San Martin
No. 2051 Piso DPTO
B1838AZU Luis Guillon BUENOS AIRES",+54 11 4296 0817,,,,843
Orbistel S.A.,"Cervantes
No. 630 Piso DPTO
X5164XAB Villa Bustos CÓRDOBA",,,,,843
Orbitel S.A.,"Avenida Pte. Roque Saenz Peña, No. 710 Piso 1 DPTO E/F
C1035AAP BUENOS AIRES",+54 11 4328 4107,,,,843
Paycall S.A.,"TTE. Gral. Juan Domingo Perón, No. 1479 Piso 2 DPTO
C1037ACA BUENOS AIRES",+54 11 4374 5400,,,,843
Primer Operador Privado Independiente Argentina S.A.,"Uriarte
No. 1225 Piso DPTO C1414DAI BUENOS AIRES",+54 11 4772 7800,,,,843
Primera Red Interactiva de Medios Argentinos (Prima) S.A.,"Lima
No. 1261 Piso DPTO C1138ACA BUENOS AIRES",+54 11 4370 0000,,,,843
Radiocom Argentina S.R.L.,"Faustino Allende
No. 276 Piso DPTO X6004DVE CÓRDOBA",+54 351 468 0527,,,,843
Red Alternativa S.A.,"Olga Cossenttini
No. 1545 Piso 4 DPTO C1107BVA BUENOS AIRES",,,,,843
San Vicente Cable y Telecomunicaciones S.R.L.,"Boulevard San Martin No. 321 Piso DPTO
S2447BUQ San Vicente (DPTO. Castellanos) SANTA FE",+54 3492 47 0736,,,,843
Ser-Sat S.A.,"Avenida Jujuy, No. 1956 Piso DPTO C1247ABU BUENOS AIRES",+54 11 6318 3400,,,,843
Servicio Satelital S.A.,"TTE. Gral. Juan D. Perón No. 949 Piso 5 DPTO
C1038AAS BUENOS AIRES",+54 11 6331 1000,,,,843
SES Sistemas Electrónicos S.A.,"25 de Mayo
No. 267 Piso 8 DPTO C1002ABE BUENOS AIRES",+54 11 4343 0069,,,,843
Sisertel S.A.,"Carlos Pellegrini
No. 1141 Piso 1 DPTO C1009ABW BUENOS AIRES",+54 11 5031 0600,,,,843
"Sistema M.AS. Cooperativa Limitada de Servicios para Salud, Telecomunicaciones, Vivienda, Obras y Otros Servicios Públicos ","Sante Fe
No. 1129 Piso DPTO
S2452EAS San Jorge SANTA FE",+54 3406 44 0817,,,,843
Star IP Argentina S.A.,"José Rivera Indarte No. 2150 Piso DPTO
X5001GWH CÓRDOBA",,,,,843
Superfone S.A.,"Avenida Corrientes No. 311 Piso 13 DPTO
C1043AAD BUENOS AIRES",+54 11 4313 1640,,,,843
Tecoar S.A.,Avenida Bernardino Rivadavia No. 1367 Piso 16 DPTO C1033AAD BUENOS AIRES,+54 11 5268 0000,,,,843
Te-Coop S.A.,"Avenida de Mayo
No. 1460 Piso 1 DPTO
1085 BUENOS AIRES",+54 11 4381 0213,,,,843
Telcosur S.A.,"Don Bosco
No. 3672 Piso 5 DPTO C1206ABF BUENOS AIRES",+54 11 4865 9060,,,,843
Telecentro S.A.,"Avenida Brig. Juan Manuel de Rosas No. 2860 Piso DPTO
B1754FTU BUENOS AIRES",,,,,843
Telecom Argentina S.A.,"Alicia Moreau de Justo No. 50 Piso 1 DPTO
C1107AAB BUENOS AIRES",,,,,843
Telecom Personal S.A.,"Alicia Moreau de Justo No. 50 Piso 13 DPTO
C1107AAB BUENOS AIRES",+54 11 4968 3820,,,,843
Telefonia Pública y Privada S.A.,"Gral. Juan José Viamonte
No. 1133 Piso 9 DPTO C1053ABW BUENOS AIRES",+54 11 4372 3310,,,,843
Telefónica Comunicaciones Personales S.A.,"Avenida Corrientes
No. 655 Piso 3 DPTO C1043AAG BUENOS AIRES",+54 11 5130 4571,,,,843
Telefónica de Argentina S.A. (TASA),"Av. Ing. Huergo 723
Piso 19
C1107AOH BUENOS AIRES",+54 11 4394 5345 / +54 11 4332 2161,+54 11 4394 4727,rodrjose@telefonica.com.ar,www.telefonica.com.ar,843
Telemisiones S.R.L.,"Avenida San Martin No. 999 Piso DPTO
N3380AAJ Eldorado MISIONES",+54 3751 42 0080,,,,843
Telenova Argentina S.A.,"Avenida Coronel Manuel Dorrego Torrea No. 1940 Piso 1 DPTO B
C1414CLO BUENOS AIRES",+54 11 4779 9602,,,,843
Telephone2 S.A.,Avenida Leandro N. Alem No. 592 Piso 4 DPTO C1001AAN BUENOS AIRES,+54 11 4119 3000,,,,843
Telesmart S.A.,"Avenida Belgrano
No. 1217 Piso 1 DPTO 18 C1093AAA BUENOS AIRES",+54 11 5219 1566,,,,843
Telespazio S.P.A.,"California
No. 2082 Piso 1 DPTO D113 C1289AAP BUENOS AIRES",+54 11 4110 1300,,,,843
Teletel S.A.,"Avenida Rivadavia
No. 1367 Piso 9 DPTO A C1033AAD BUENOS AIRES",,,,,843
Telinfor S.A.,"Laprida
No. 1024 Piso PB DPTO C1425EKB BUENOS AIRES",+54 4104 2000,,,,843
Transat Group S.A.,"25 de Mayo
No. 460 Piso 5 DPTO C1002ABJ BUENOS AIRES",+54 11 4311 0864,,,,843
TTN S.A.,Obispo Trejo y Sanabria No. 683 Piso DPTO X5003IYM CÓRDOBA,+54 351 424 0117,,,,843
UOL Sinectis S.A.,"Florida
No. 537 Piso 4 DPTO C1005AAK BUENOS AIRES",+54 11 4813 0566,,,,843
UUNET Argentina S.A.,"Maipu
No. 1300 Piso 20 DPTO C1006ACT BUENOS AIRES",,,,,843
VER TV S.A.,"Avenida Presidente Perón No. 1783 Piso DPTO
B1663GHG San Miguel BUENOS AIRES",,,,,843
Visión Sur S.A.,"Avenida San Martin, No. 3339 Piso DPTO C1887AAA Florencio Varela
BUENOS AIRES",,,,,843
Waycom Solutions S.A.,"Potosi, No. 3819 Piso 6 DPTO 23
1199 BUENOS AIRES",+54 11 4983 3003,,,,843
Wilson Construcciones S.A.,"Avenida Gral. Bartolome Mitre, No. 450 Piso DPTO
S2300HWR Rafaela SANTA FE",+54 3492 50 1000,,,,843
Worldwide Teleservice in Spanish S.A.,"San Martin, No. 140
Piso 20 DPTO
1004 BUENOS AIRES",,,,,843
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
