Algeria,5000,BATNA,,,+213 33 81 31 25,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,BEJAIA,,,+213 34 21 24 86,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,BISKRA,,,+213 33 74 15 52,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,BECHAR,,,+213 49 83 72 25,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,BLIDA,,,+213 25 41 73 77,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,10000,BOUIRA,,,+213 26 94 14 55,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TAMANRASSET,,,+213 29 34 46 96,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TEBESSA,,,+213 37 48 58 51,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TLEMCEN,,,+213 43 26 59 00,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,14000,TIARET,,,+213 46 42 44 96,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TIZI-OUZOU,,,+213 26 21 13 77,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,16000,ALGER,,,+213 21 72 84 69,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,DJELFA,,,+213 28 87 58 26,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,JIJEL,,,+213 34 47 61 50,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,19000,SETIF,,,+213 36 93 06 16,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,SAIDA,,,+213 48 51 57 00,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,SKIKDA,,,+213 38 75 77 86,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,22000,SIDI-BEL-ABBES,,,+213 48 56 21 58,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,ANNABA,,,+213 38 86 26 66,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,24000,GUELMA,,,+213 37 26 61 33,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,25000,CONSTANTINE,,,+213 31 64 27 20,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,26000,MEDEA,,,+213 25 58 17 00,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,MOSTAGANEM,,,+213 45 21 10 18,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,28000,M'SILA,,,+213 35 55 01 15,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,29000,MASCARA,,,+213 45 80 46 58,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,OUARGLA,,,+213 29 76 13 57,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,31000,ORAN,,,+213 41 41 20 71,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,EL-BAYADH,,,+213 49 71 54 82,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,ILLIZI,,,A communiquer,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,BORDJ-BOU-ARRERIDJ,,,+213 35 68 52 52,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,35000,BOUMERDES,,,+213 24 81 63 63,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,EL-TARF,,,+213 38 60 17 32,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TINDOUF,,,+213 49 92 13 13,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,TISSEMSILT,,,+213 46 47 92 22,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,EL-OUED,,,+213 32 21 00 69,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,40000,KHENCHELA,,,+213 32 32 16 84,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,SOUK-AHRAS,,,+213 37 32 80 93,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,42000,TIPAZA,,,+213 24 47 87 46,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,MILA,,,+213 31 57 74 00,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,AIN-DEFLA,,,+213 27 60 29 43,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,NAAMA,,,+213 49 79 64 21,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,AIN-TEMOUCHENT,,,+213 43 60 36 00,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,47000,GHARDAIA,,,+213 29 88 42 26,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Algeria,,RELIZANE,,,+213 46 92 89 65,,3,,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800 Saturday to Wednesday 0800-1500 Thursday no service on Friday and public holidays,0800-1800,0800-1800,0800-1800,0800-1500,-,0800-1800,0800-1800,-,,,,,
Angola,,LUANDA,"Largo Fernando Coelho da Cruz, 26/21/22/23",,+244 22 233 1578,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Angola,,LUANDA,Largo Fernando Coelho da Cruz,,+244 22 239 6810,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Angola,,LUANDA,"Avenida Comandante
Valódia n.o 194-r/c",,+244 22 244 8495,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Angola,,BENGUELA,Rua Monsenhor Keilling n.o 19,,+244 27 223 0093,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Angola,,CABINDA,Rua Dr. António Agostinho Neto s/n.o,,+244 23 212 2497,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Anguilla,,THE VALLEY,Cable and Wireless (West Indies) Ltd. P.O. Box 77,,+1 264 497 2501; +1 264 497 2502,,3,,0800-1800,0900-1300,1000-1200,0800-1800,0800-1800,0800-1800,0800-1800,0800-1800,0900-1300,1000-1200,1000-1200,,,,,
Argentina,1000,BUENOS AIRES ,Tte. Gral. Juan Domingo Peron 321,,+54 11 5282 3033,,2-Mar,,0800-2000,0900-1300,-,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-1300,-,-,,,,,
Aruba,,ORANJESTAD ,Aruba International Bureaufax Hendrikstraat 20-22,,+297 58 35878,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Australia,,VILLAWOOD NSW,,,+61 2 9723 2103; +61 2 972 32104,,2-Mar,,0900-1700,-,-,0900-1700,0900-1700,0900-1700,0900-1700,0900-1700,-,-,-,,,,,
Azerbaijan,,BAKU,"Baku Telegraph Prospecti 41, Baku Avenue",,+994 12 465 1108; +994 12 498 5525,,3,,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,0900-1800,,,,,
Bahamas,,GRAND BAHAMAS ,"Pioneers Way, Freeport",,+1 242 325 4348,,Information not available,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Bahamas,,NASSAU BLUE HILLS ROAD ,Jumbey Village,,+1 242 326 6760,,Information not available,,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,,,,,
Bahamas,,NASSAU EAST STREET ,South of Bay Street,,+1 242 326 7467,,Information not available,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Bahamas,,NASSAU FOX HILL ,Rose Street Fox Hill,,+1 242 324 5499,,Information not available,,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,,,,,
Bahamas,,NASSAU GOLDEN GAATES ,Golden Gates Shopping Centre,,+1 242 326 7480,,Information not available,,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,0730-1930,,,,,
Bahamas,,NASSAU SHIRLEY STREET ,Shirley Street Shopping Centre,,+1 242 323 1651,,Information not available,,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,,,,,
Bahrain,,MANAMA BATELCO,Record Services Operating Centre Batelco P.O. Box 14,,+973 17 88 34 51; +973 17 26 11 52,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Bahrain,,MANAMA EXHIBITION CENTRE,"Exhibition Counter
Bahrain Exhibition Centre","1) Ces guichets servent uniquement à l'envoi des messages, mais ils peuvent recevoir des messages en cas de disponibilité et à la demande de l'usager.
1) These are for forwarding messages only, but may receive messages upon the availability and request of the customer.
1) Se destinan sólo al envío de mensajes, pero pueden recibir mensajes si el abonado está disponible y lo desea.",+973 17 24 23 67,,2-Mar,,This counter is only operational during certain exhibitions being held at the Bahrain Exhibition Centre.,This counter is only operational during certain exhibitions being held at the Bahrain Exhibition Centre.,This counter is only operational during certain exhibitions being held at the Bahrain Exhibition Centre.,-,-,-,-,-,-,-,-,"2) Ce guichet ne fonctionne que pendant certaines expositions organisées au Centre des expositions de Bahreïn ""Bahrain Exhibition Centre"".
2) This counter is only operational during certain exhibitions being held at the Bahrain Exhibition Centre.
2)  Este mostrador sólo funciona en el curso de ciertas exposiciones celebradas en el Centro de Exposiciones de Bahrein ""Bahrain Exhibition Centre"".",,,TRUE,
Bahrain,,MANAMA SH MUBARAK,"Sh. Mubarak Bldg Counter
Government Rd
TF +973 17 88 34 47","1) Ces guichets servent uniquement à l'envoi des messages, mais ils peuvent recevoir des messages en cas de disponibilité et à la demande de l'usager.
1) These are for forwarding messages only, but may receive messages upon the availability and request of the customer.
1) Se destinan sólo al envío de mensajes, pero pueden recibir mensajes si el abonado está disponible y lo desea.",+973 17 27 08 78,,2-Mar,,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,,,,TRUE,
Bahrain,,MANAMA YATEEM,"Yateem Cetre Counter
Al-Khalifa Ave
TF +973 17 88 43 41","1) Ces guichets servent uniquement à l'envoi des messages, mais ils peuvent recevoir des messages en cas de disponibilité et à la demande de l'usager.
1) These are for forwarding messages only, but may receive messages upon the availability and request of the customer.
1) Se destinan sólo al envío de mensajes, pero pueden recibir mensajes si el abonado está disponible y lo desea.",+973 17 24 24 90,,2-Mar,,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,,,,TRUE,
Bahrain,,MUHARRAQ INTERNATIONAL AIRPORT,"Airport Counter Departure Lounge
Bahrain International Airport
TF+973 17 33 24 51",,+973 17 33 24 50,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,TRUE,
Bahrain,,MUHARRAQ COUNTER,"Sh Hamad Rd
TF +973 17 33 47 17","1) Ces guichets servent uniquement à l'envoi des messages, mais ils peuvent recevoir des messages en cas de disponibilité et à la demande de l'usager.
1) These are for forwarding messages only, but may receive messages upon the availability and request of the customer.
1) Se destinan sólo al envío de mensajes, pero pueden recibir mensajes si el abonado está disponible y lo desea.",+973 17 32 08 78,,2-Mar,,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,0600-2330,,,,TRUE,
Bangladesh,,DHAKA GPO,,,+880 2 956 2038,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Barbados (BET),,BARBADOS,"Barbados External Telecommunications Ltd (BET)
Wildey S Michael",,+1 246 429 4854,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
